id,5151009@民法概要@2@1,5151032@初級會計學（一）@1@1,5152020@統計學（一）@1@1,5151033@初級會計學（二）@2@1,5152021@統計學（二）@2@1,5152200@投資學@2@1,5154400@風險管理與保險@2@1
404120034,94,96,100,-1,-1,-1,-1
