id,1251407@基礎邏輯（下）@2@2,1251011@哲學概論（一）@1@1,1251406@基礎邏輯（上）@1@1,1252306@語言哲學@1@1,1252600@倫理學@1@1,1252610@應用倫理學@1@1,1251012@哲學概論（二）@2@1,1251407@基礎邏輯（下）@2@1,1252010@哲學寫作@2@1,1253412@理性選擇@2@1,1253605@行動哲學@2@1
404526039,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
404526058,NaN,99,92,79,79,93,-1,-1,-1,-1,-1
