id,4100007@商用軟體應用與設計@1@1,4101012@資訊概論@1@1,4101031@程式設計（一）@1@1,4101033@程式設計實習（一）@1@1,4101155@線性代數@1@2,4102001@數位電子學@1@1,4102003@數位電子學實驗@1@2,4101013@機率論@2@1,4101032@程式設計（二）@2@1,4101034@程式設計實習（二）@2@1,4102085@離散數學@2@1,4102100@數位系統導論@2@1,4102130@數位系統導論實驗@2@2,4102150@系統程式@2@1,4102160@物件導向程式設計@2@1,4102050@組合語言@1@1,4102062@資料結構@1@1,4102090@工程數學@1@1,4103001@作業系統概論@1@2,4103066@人工智慧導論@1@1,4103800@資訊工程研討@1@1,4102068@計算方法概論@2@2,4103039@電腦網路概論@2@1,4103095@Java程式設計：企業與嵌入式系統@2@1,4104005@編譯器設計@2@2,4104061@資料庫系統@2@1,4103022@軟體工程@1@1,4103055@計算機組織@1@2,4104046@電信網路概論@1@1,4104048@網路安全概論@2@1,4104800@專題實驗（一）@2@2
402110014,92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
402110005,NaN,83,90,90,73,76,80,70,75,75,61,71,88,83,69,70,73,60,65,66,79,66,81,68,78,70,81,85,71,-1,-1
