id,1251011@哲學概論（一）@1@2,1251406@基礎邏輯（上）@1@1,1252306@語言哲學@1@1,1252600@倫理學@1@1,1251012@哲學概論（二）@2@2,1251407@基礎邏輯（下）@2@1,1251912@哲學史（二）@2@1,1252100@形上學@2@1,1252200@知識論@2@1,1252701@政治哲學@2@1,1252907@羅爾斯@2@1,1253500@科學哲學@2@1,1253931@女性主義經典哲學家：西蒙波娃@2@1
404120048,73,50,88,84,-1,-1,-1,-1,-1,-1,-1,-1,-1
