id,1251406@基礎邏輯（上）@1@2,1251911@哲學史（一）@1@1,1253500@科學哲學@2@1,1253618@道德推理@2@1,1251011@哲學概論（一）@1@2,1251406@基礎邏輯（上）@1@1,1252306@語言哲學@1@1,1252517@科學推理@1@1,1253950@中國哲學概論@1@1,1251012@哲學概論（二）@2@1,1251407@基礎邏輯（下）@2@1,1251912@哲學史（二）@2@1,1252100@形上學@2@1,1252200@知識論@2@1,1253006@假設性思考@2@1,1253931@女性主義經典哲學家：西蒙波娃@2@1
403530017,47,65,65,60,69,66,47,65,70,-1,-1,-1,-1,-1,-1,-1
