id,1251010@哲學寫作@2@2,1251011@哲學概論（一）@1@2,1251406@基礎邏輯（上）@1@1,1252305@心靈哲學@1@1,1252306@語言哲學@1@1,1252600@倫理學@1@1,1253509@古代自然哲學與科學史@1@1,1254315@情感@1@1,1251012@哲學概論（二）@2@2,1251407@基礎邏輯（下）@2@1,1252200@知識論@2@1,1253412@理性選擇@2@1
404710001,91,95,95,97,100,90,92,92,-1,-1,-1,-1
