id,5302203@資料結構@1@1,5302218@科技法律@1@1,5302221@醫療資訊管理概論@1@1,5301214@物件導向技術（一）－JAVA@2@1,5301217@資訊管理導論@2@1,5302202@資料庫管理@2@1,5302205@企業資料通訊與網路@2@1
404415062,60,81,65,-1,-1,-1,-1
