id,5301217@資訊管理導論@2@1,5302203@資料結構@1@1,5302214@網頁程式設計@1@1,5302218@科技法律@1@1,5303101@管理科學概論@1@1,5303224@醫務管理@1@1,5303230@網路社群分析與管理@1@1,5301214@物件導向技術（一）－JAVA@2@1,5302205@企業資料通訊與網路@2@1,5303222@多媒體系統@2@1,5303102@系統分析與設計@1@1,5303210@資訊安全@1@1,5303227@電子商務@1@1,5302202@資料庫管理@2@1
403410099,87,76,92,60,84,78,90,78,74,62,81,65,78,-1
