id,3101021@社會學（一）@1@1,3101023@經濟學（一）@1@1,3101033@社會福利概論（一）@1@1,3101035@社會工作概論@1@1,3101054@心理學@1@1,3101888@學系服務學習@1@1,3101022@社會學（二）@2@1,3101024@經濟學（二）@2@1,3101034@社會福利概論（二）@2@1,3101888@學系服務學習@2@1,3102145@社區工作@2@1,3102152@社會工作管理@2@1,3103031@社會福利資料分析@2@1,3103035@社會福利行政@2@1,3102010@人類行為與社會環境@1@1,3102017@社會統計（一）@1@1,3102023@政治學（一）@1@1,3102135@法學緒論@1@1,3102157@高齡社會：機會與挑戰@1@1,3102162@社會團體工作@1@1,3103016@社會福利財政@1@1,3101013@人口學@2@1,3101051@社會心理學@2@1,3102016@社會問題@2@1,3102018@社會統計（二）@2@1,3102024@政治學（二）@2@1,3102053@社會個案工作@2@1,3102163@行政法@2@1,3102164@精神與智能障礙者的社區照顧@2@1,3103093@社會保險財務@2@1,3103096@倡議, 社會運動與社會政策@2@1,3102145@社區工作@1@1,3103014@社會研究法（一）@1@1,3103069@方案設計與評估@1@1,3103094@長期照護服務的需求與供給@1@1,3103097@非營利組織管理@1@1,3101035@社會工作概論@2@1,3103018@社會研究法（二）@2@1,3103042@社會不均@2@1,3103066@家庭政策@2@1,3103075@社會福利區位分析@2@1,3104058@福利國家發展@2@1
403310001,67,64,69,NaN,NaN,85,75,68,61,NaN,NaN,-1,NaN,-1,NaN,46,67,77,61,NaN,73,NaN,NaN,69,NaN,63,NaN,NaN,-1,-1,NaN,NaN,60,75,NaN,NaN,NaN,-1,-1,NaN,NaN,NaN
403310002,89,80,77,71,87,NaN,85,89,60,80,NaN,62,NaN,-1,67,75,79,81,NaN,61,70,NaN,70,83,-1,74,69,NaN,NaN,70,NaN,80,60,73,NaN,75,NaN,-1,-1,NaN,NaN,NaN
403310003,84,81,83,85,88,85,89,80,67,NaN,NaN,66,80,-1,74,82,76,75,77,82,90,NaN,75,86,76,81,-1,NaN,NaN,85,NaN,84,83,85,NaN,88,NaN,-1,-1,NaN,NaN,NaN
403310004,82,80,74,80,91,NaN,77,68,61,80,NaN,-1,NaN,-1,74,85,74,81,79,80,77,NaN,83,84,87,82,85,70,NaN,NaN,NaN,83,83,84,NaN,92,NaN,-1,-1,NaN,NaN,NaN
403310005,72,69,77,NaN,84,85,73,61,60,NaN,NaN,60,NaN,-1,70,73,67,83,77,76,71,NaN,76,84,68,71,72,62,NaN,NaN,NaN,82,67,87,NaN,85,-1,-1,-1,NaN,-1,NaN
403310006,82,96,75,84,89,NaN,81,89,67,80,83,-1,NaN,-1,87,85,85,85,75,94,88,NaN,91,79,80,67,79,70,-1,86,NaN,NaN,80,80,NaN,91,NaN,-1,-1,NaN,NaN,NaN
403310007,66,66,77,60,86,85,63,77,60,NaN,NaN,-1,NaN,65,77,69,46,74,NaN,80,71,NaN,86,79,-1,65,-1,50,81,NaN,NaN,83,68,88,NaN,91,NaN,-1,-1,NaN,NaN,NaN
403310008,62,68,60,69,85,NaN,77,74,82,80,NaN,83,NaN,-1,83,86,90,83,65,85,83,NaN,92,84,74,97,87,NaN,NaN,NaN,NaN,92,92,88,NaN,93,NaN,-1,-1,NaN,NaN,-1
403310009,83,78,75,78,90,85,82,77,60,NaN,NaN,73,NaN,-1,75,80,79,81,85,80,87,NaN,80,86,79,77,79,72,-1,90,NaN,84,85,74,NaN,92,NaN,-1,-1,NaN,NaN,NaN
403310010,77,86,82,78,94,NaN,79,87,65,80,NaN,-1,NaN,-1,76,80,74,82,83,81,80,NaN,94,83,87,89,-1,71,84,NaN,NaN,84,78,85,NaN,94,NaN,-1,-1,NaN,NaN,NaN
403310011,82,85,77,81,96,85,86,83,69,NaN,NaN,70,NaN,94,82,87,77,86,76,84,82,NaN,80,81,80,78,-1,61,78,NaN,NaN,83,80,87,NaN,91,NaN,-1,-1,NaN,-1,-1
403310012,80,72,73,70,87,NaN,73,72,67,80,NaN,63,NaN,-1,75,80,77,80,73,76,82,87,86,79,72,86,NaN,NaN,-1,NaN,NaN,NaN,85,88,NaN,86,NaN,-1,-1,NaN,NaN,NaN
403310013,76,87,82,NaN,89,85,83,80,73,NaN,NaN,73,NaN,96,88,91,80,84,81,85,86,NaN,-1,83,92,91,NaN,81,NaN,-1,90,89,84,87,NaN,NaN,NaN,-1,-1,-1,NaN,-1
403310014,78,86,74,78,87,NaN,83,95,68,80,NaN,80,NaN,-1,81,95,92,89,NaN,86,86,90,95,83,98,93,90,82,NaN,-1,NaN,90,88,82,NaN,91,NaN,-1,-1,NaN,NaN,-1
403310016,85,76,69,NaN,86,NaN,85,79,60,80,NaN,83,NaN,-1,79,76,74,81,87,80,70,NaN,65,79,80,74,80,65,NaN,NaN,NaN,84,82,86,NaN,83,-1,-1,-1,NaN,-1,NaN
403310017,84,60,72,81,NaN,85,72,62,-1,NaN,NaN,-1,NaN,-1,NaN,68,61,72,68,77,67,NaN,-1,82,-1,64,NaN,22,NaN,NaN,NaN,NaN,68,81,NaN,87,NaN,-1,-1,NaN,NaN,NaN
403310018,82,90,75,78,92,NaN,82,86,71,80,NaN,69,NaN,-1,76,90,79,88,78,82,84,90,90,81,83,86,-1,78,79,NaN,NaN,82,76,85,NaN,85,NaN,-1,-1,NaN,-1,NaN
403310019,90,89,80,86,94,85,95,89,84,NaN,NaN,92,NaN,-1,87,91,87,84,98,95,84,NaN,98,82,90,89,84,77,NaN,NaN,NaN,82,91,85,NaN,92,NaN,-1,-1,NaN,NaN,NaN
403310020,83,86,79,81,98,NaN,82,83,68,80,NaN,-1,NaN,96,74,85,83,83,NaN,75,80,NaN,94,82,83,85,79,NaN,NaN,NaN,NaN,83,82,83,NaN,88,NaN,-1,-1,NaN,NaN,NaN
403310021,30,20,0,16,NaN,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
403310022,82,100,74,87,85,NaN,87,89,85,80,NaN,84,NaN,-1,87,83,80,85,89,87,92,NaN,90,87,75,72,78,NaN,-1,88,NaN,89,91,88,93,93,NaN,-1,-1,NaN,NaN,NaN
