id,2201001@普通物理實驗（一）@1@7,2201011@普通物理（一）@1@4,2201025@程式語言@1@1,2201031@基礎物理數學@1@1,2202004@基礎物理實驗學（二）@1@1,2201002@普通物理實驗（二）@2@7,2201012@普通物理（二）@2@4,2202003@基礎物理實驗學（一）@2@1,2202060@近代物理@2@1,2202011@應用數學（一）@1@1,2202031@電磁學（一）@1@1,2202060@近代物理@1@1,2203006@近代物理實驗學@1@1,2203008@進階實驗技術@1@1,2202012@應用數學（二）@2@1,2202020@理論力學@2@1,2202032@電磁學（二）@2@1,2203041@熱統計物理學@2@1,2203071@應用電子學（一）@2@1
403530034,60,65,80,64,85,75,65,93,47,60,73,60,73,90,-1,-1,-1,-1,-1
