id,5201007@線性代數@2@2,5201009@商用軟體應用與設計@2@2,5203056@管理時事英文選讀（二）@2@1,5201001@企業概論@1@3,5201001@企業概論@1@4,5201001@企業概論@1@5,5201010@初級會計學(一)@1@2,5202003@統計學（一）@1@1,5204076@人文思考與創造力@1@1,5201002@管理學@2@2,5201011@初級會計學(二)@2@1,5202005@組織行為@2@2,5202012@運籌管理@2@1,5202001@行銷管理@1@2,5202011@財務管理@1@1,5203002@人力資源管理@1@1,5202013@管理資訊系統概論@2@2,5203006@人文與企業倫理專題@2@1,5203078@非營利組織會計@2@1,5203082@期貨與選擇權實務@2@1,5202007@民法概要@1@1,5202009@管理科學概論@1@1,5204002@策略管理@1@2
401736014,87,85,95,NaN,90,NaN,91,89,82,89,94,86,73,77,92,95,82,89,95,95,79,93,90
401736011,NaN,NaN,NaN,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
401736020,NaN,NaN,NaN,NaN,63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
401736006,NaN,NaN,NaN,NaN,NaN,49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
