id,3101021@社會學（一）@1@1,3101023@經濟學（一）@1@1,3101033@社會福利概論（一）@1@1,3101035@社會工作概論@1@1,3101053@健康保險概論@1@1,3101888@學系服務學習@1@1,3102141@社會團體工作導論@1@1,3101013@人口學@2@1,3101022@社會學（二）@2@1,3101024@經濟學（二）@2@1,3101034@社會福利概論（二）@2@1,3101051@社會心理學@2@1,3101888@學系服務學習@2@1,3102152@社會工作管理@2@1,3102156@障礙研究：理論與議題@2@1,3102016@社會問題@1@1,3102017@社會統計（一）@1@1,3102023@政治學（一）@1@1,3102143@人類行為與社會環境@1@1,3102157@高齡社會：機會與挑戰@1@1,3102158@社會福利區位分析@1@1,3103069@方案設計與評估@1@1,3103092@社會福利服務@1@1,3101054@心理學@2@1,3102018@社會統計（二）@2@1,3102024@政治學（二）@2@1,3102053@社會個案工作@2@1,3102135@法學緒論@2@1,3102145@社區工作@2@1,3102159@貧窮與福祉@2@1,3102160@公益創投與社會企業@2@1,3103035@社會福利行政@2@1,3103042@社會不均@2@1,3103066@家庭政策@2@1,3101054@心理學@1@1,3102010@人類行為與社會環境@1@1,3102161@兒童褔利服務@1@1,3102162@社會團體工作@1@1,3103014@社會研究法（一）@1@1,3103016@社會福利財政@1@1,3103075@社會福利區位分析@1@1,3103093@社會保險財務@1@1,3104055@健康與現代社會@1@1,3104902@社會政策與社會立法@1@1,3102012@社會福利經濟分析@2@1,3103018@社會研究法（二）@2@1,3103031@社會福利資料分析@2@1,3103077@社會福利實習（一）：A組@2@1,3103078@社會福利實習（一）：B組@2@1,3103079@社會福利實習（一）：C組@2@1,3104058@福利國家發展@2@1,3102135@法學緒論@1@1,3103094@長期照護服務的需求與供給@1@1,3104051@社會福利實習（二）：A組@1@1,3104052@社會福利實習（二）：B組@1@1,3104053@社會福利實習（二）：C組@1@1,3102163@行政法@2@1,3102164@精神與智能障礙者的社區照顧@2@1,3103096@倡議, 社會運動與社會政策@2@1,3102145@社區工作@1@1
401310023,78,75,73,84,NaN,85,80,69,70,82,70,71,NaN,73,NaN,73,84,77,NaN,87,NaN,86,NaN,85,76,77,88,78,91,NaN,89,79,88,NaN,NaN,88,NaN,NaN,90,77,NaN,NaN,NaN,85,NaN,87,NaN,NaN,93,NaN,87,NaN,NaN,92,NaN,NaN,81,NaN,NaN,NaN
401310025,63,77,53,76,NaN,85,NaN,68,62,87,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
401310026,72,60,60,78,NaN,NaN,70,72,68,65,72,61,80,76,NaN,65,60,68,NaN,70,NaN,75,NaN,NaN,61,75,84,72,89,NaN,72,74,85,NaN,74,79,83,NaN,71,60,82,NaN,NaN,81,NaN,69,NaN,NaN,NaN,91,83,NaN,NaN,90,NaN,NaN,NaN,NaN,NaN,NaN
401310028,63,62,66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
401310029,82,80,77,82,84,85,85,NaN,79,80,78,80,NaN,84,NaN,NaN,87,79,NaN,NaN,NaN,NaN,NaN,86,81,78,NaN,85,NaN,NaN,95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
401310030,81,84,70,79,NaN,NaN,76,85,81,78,76,88,80,90,NaN,75,71,81,83,NaN,NaN,93,NaN,NaN,63,76,88,86,86,NaN,NaN,95,82,NaN,98,NaN,NaN,NaN,80,83,NaN,89,NaN,76,NaN,85,NaN,NaN,NaN,87,86,NaN,NaN,NaN,85,NaN,NaN,NaN,NaN,NaN
401310031,86,82,74,83,NaN,85,76,71,87,74,79,72,NaN,79,NaN,70,80,84,NaN,NaN,NaN,86,NaN,NaN,60,84,NaN,82,NaN,NaN,NaN,75,87,NaN,93,85,NaN,NaN,92,90,NaN,95,NaN,92,84,92,90,NaN,NaN,NaN,89,NaN,NaN,NaN,NaN,NaN,76,NaN,NaN,NaN
401310032,78,81,70,71,72,NaN,74,69,73,84,66,63,80,67,NaN,72,80,74,NaN,78,NaN,84,NaN,75,67,74,82,76,82,NaN,NaN,62,83,NaN,NaN,81,NaN,NaN,73,60,NaN,NaN,NaN,67,NaN,82,NaN,84,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
401310033,85,96,80,85,NaN,85,90,NaN,94,89,82,94,NaN,84,NaN,84,85,90,87,97,NaN,90,NaN,98,93,90,NaN,90,NaN,86,95,90,94,NaN,NaN,NaN,89,NaN,97,81,NaN,NaN,NaN,92,86,99,NaN,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
401310034,70,72,77,73,NaN,NaN,84,NaN,80,72,73,70,80,81,NaN,73,88,79,81,NaN,NaN,88,NaN,83,76,83,83,84,87,NaN,NaN,76,88,NaN,NaN,NaN,87,NaN,87,77,89,NaN,NaN,85,85,87,NaN,NaN,NaN,86,87,NaN,NaN,NaN,84,NaN,NaN,78,74,NaN
401310035,89,89,78,77,82,88,81,84,90,84,81,78,NaN,87,86,80,84,74,NaN,92,87,82,NaN,70,69,76,NaN,77,74,NaN,NaN,68,84,NaN,NaN,NaN,NaN,NaN,77,76,NaN,NaN,NaN,83,NaN,77,NaN,NaN,NaN,89,86,NaN,NaN,NaN,88,NaN,NaN,NaN,83,NaN
401310036,74,70,74,77,NaN,NaN,80,NaN,83,70,77,80,80,77,NaN,69,76,76,81,80,NaN,84,NaN,NaN,72,79,80,83,86,NaN,91,70,82,NaN,90,NaN,88,NaN,82,70,NaN,NaN,NaN,74,NaN,79,NaN,NaN,NaN,87,85,NaN,NaN,NaN,92,NaN,NaN,NaN,NaN,NaN
401310037,75,78,73,76,76,85,86,NaN,80,82,74,70,NaN,82,NaN,76,89,84,83,75,NaN,87,NaN,91,83,80,NaN,NaN,NaN,NaN,NaN,95,82,NaN,NaN,NaN,87,NaN,87,67,NaN,NaN,NaN,81,76,85,NaN,NaN,NaN,NaN,86,81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
401310038,90,82,76,83,85,NaN,86,NaN,82,77,77,96,80,NaN,NaN,76,89,82,NaN,95,NaN,90,NaN,NaN,79,85,NaN,87,87,90,NaN,95,92,NaN,NaN,NaN,NaN,NaN,95,78,91,NaN,96,91,84,91,92,NaN,NaN,NaN,88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
401310039,84,71,80,86,79,85,84,92,88,74,81,90,NaN,88,NaN,80,87,85,NaN,NaN,NaN,95,NaN,NaN,94,87,93,88,92,NaN,NaN,88,94,NaN,91,90,NaN,NaN,96,83,93,NaN,NaN,92,NaN,97,NaN,NaN,93,NaN,89,NaN,NaN,NaN,90,NaN,NaN,NaN,91,NaN
401310040,77,60,74,75,77,NaN,73,NaN,74,84,67,78,80,74,NaN,68,60,64,NaN,NaN,NaN,60,NaN,NaN,-1,70,NaN,71,76,NaN,84,64,65,NaN,61,61,82,NaN,62,76,NaN,NaN,NaN,64,60,61,NaN,NaN,NaN,NaN,84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
401310043,75,72,69,76,70,85,78,73,74,74,65,61,NaN,83,NaN,64,77,77,NaN,86,NaN,83,NaN,73,70,75,85,83,82,NaN,NaN,85,78,NaN,NaN,87,NaN,NaN,75,69,NaN,NaN,NaN,82,NaN,86,NaN,85,NaN,NaN,88,NaN,NaN,89,NaN,NaN,NaN,NaN,75,NaN
401310044,73,70,81,81,80,NaN,81,NaN,63,71,65,81,80,77,NaN,78,62,73,77,73,NaN,79,NaN,86,60,60,NaN,77,77,NaN,NaN,78,86,NaN,NaN,NaN,NaN,NaN,75,67,NaN,NaN,NaN,77,69,60,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,60,NaN,NaN,NaN
401310046,73,76,60,76,NaN,NaN,78,NaN,67,70,60,75,80,73,NaN,78,73,80,NaN,84,NaN,NaN,NaN,NaN,70,81,NaN,79,NaN,NaN,87,76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
401310047,76,78,80,80,NaN,85,81,NaN,86,80,78,88,NaN,84,NaN,74,88,84,NaN,NaN,NaN,95,NaN,NaN,85,86,91,83,93,85,NaN,87,88,NaN,91,89,NaN,NaN,92,82,93,NaN,NaN,87,NaN,93,NaN,NaN,93,NaN,87,NaN,NaN,NaN,NaN,93,NaN,NaN,NaN,NaN
401310048,84,98,76,83,84,NaN,87,NaN,85,96,82,90,80,86,NaN,73,93,83,87,NaN,NaN,73,NaN,NaN,77,80,88,86,89,NaN,NaN,95,85,NaN,94,NaN,87,NaN,86,75,NaN,NaN,NaN,82,NaN,90,87,NaN,NaN,88,88,NaN,NaN,NaN,NaN,85,NaN,NaN,NaN,NaN
401310049,75,66,72,74,NaN,85,81,81,76,86,73,85,NaN,80,NaN,69,88,81,NaN,87,NaN,84,NaN,91,84,82,89,91,93,NaN,NaN,79,89,NaN,NaN,85,NaN,NaN,83,79,NaN,NaN,NaN,76,NaN,90,NaN,NaN,90,NaN,86,NaN,NaN,NaN,NaN,86,84,NaN,NaN,NaN
401310050,80,85,69,78,NaN,NaN,78,NaN,79,78,71,73,80,81,NaN,70,71,72,NaN,88,NaN,81,NaN,82,68,83,NaN,87,78,88,NaN,74,87,NaN,NaN,74,NaN,NaN,76,84,NaN,NaN,NaN,79,NaN,70,90,NaN,NaN,NaN,83,NaN,81,NaN,NaN,NaN,NaN,NaN,NaN,NaN
401310051,60,87,66,72,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60,63,62,NaN,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
401310052,77,82,76,74,81,NaN,83,NaN,85,73,71,75,80,78,NaN,66,73,80,NaN,87,NaN,86,NaN,81,76,79,NaN,77,87,NaN,NaN,79,86,NaN,NaN,NaN,NaN,NaN,82,92,NaN,92,NaN,74,91,82,NaN,NaN,NaN,NaN,75,NaN,NaN,NaN,NaN,NaN,NaN,77,NaN,NaN
401310053,72,83,71,76,NaN,NaN,80,NaN,76,78,71,78,80,77,NaN,63,70,77,80,80,NaN,76,NaN,NaN,60,67,76,84,89,NaN,95,81,81,NaN,88,NaN,83,NaN,80,60,NaN,NaN,NaN,85,NaN,77,NaN,NaN,89,NaN,86,NaN,NaN,NaN,NaN,83,NaN,NaN,75,NaN
401310054,88,86,76,83,84,NaN,83,83,92,82,79,95,80,85,85,76,84,82,NaN,90,NaN,86,NaN,90,72,84,89,85,91,NaN,NaN,73,87,NaN,NaN,90,NaN,NaN,90,83,NaN,NaN,NaN,86,NaN,88,NaN,NaN,93,NaN,80,NaN,NaN,89,NaN,NaN,NaN,NaN,NaN,NaN
401310055,77,80,73,76,NaN,85,80,79,81,79,76,78,NaN,NaN,83,75,89,79,NaN,87,NaN,86,NaN,NaN,76,80,NaN,83,NaN,86,90,79,87,NaN,87,NaN,85,NaN,84,84,NaN,NaN,NaN,79,97,86,NaN,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
401310017,88,69,71,82,NaN,80,NaN,NaN,92,81,67,87,NaN,87,NaN,86,72,91,NaN,86,NaN,86,NaN,NaN,91,93,90,89,NaN,NaN,NaN,96,88,-1,87,85,NaN,92,84,95,90,NaN,NaN,92,NaN,92,NaN,NaN,90,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,92
401310027,74,52,61,61,NaN,80,NaN,NaN,65,60,60,60,NaN,42,NaN,76,NaN,50,NaN,53,NaN,NaN,NaN,68,5,40,NaN,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
401310057,NaN,66,74,67,NaN,80,NaN,NaN,NaN,77,68,NaN,NaN,NaN,NaN,72,NaN,NaN,NaN,78,NaN,72,NaN,NaN,NaN,81,NaN,76,NaN,68,77,60,67,NaN,NaN,NaN,NaN,NaN,81,77,72,88,NaN,60,NaN,62,NaN,NaN,NaN,NaN,85,NaN,NaN,NaN,NaN,NaN,NaN,52,81,NaN
401310058,NaN,89,NaN,NaN,NaN,NaN,80,NaN,90,71,71,82,86,84,NaN,79,79,78,NaN,77,NaN,84,NaN,NaN,77,79,90,75,87,NaN,NaN,92,87,NaN,NaN,NaN,86,NaN,88,81,NaN,93,NaN,92,NaN,87,NaN,90,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
401310059,NaN,61,63,76,NaN,85,77,NaN,75,67,60,71,NaN,68,NaN,77,60,61,70,80,NaN,75,NaN,NaN,60,63,80,64,NaN,NaN,NaN,60,70,NaN,77,NaN,NaN,NaN,80,68,NaN,NaN,NaN,70,NaN,63,NaN,84,NaN,NaN,60,NaN,NaN,NaN,NaN,91,NaN,80,NaN,NaN
401310060,NaN,NaN,NaN,NaN,NaN,NaN,81,NaN,88,72,62,75,86,72,NaN,72,60,75,NaN,NaN,NaN,77,83,NaN,64,78,80,84,83,NaN,NaN,79,83,NaN,87,82,NaN,NaN,75,80,NaN,86,NaN,89,NaN,63,NaN,NaN,85,NaN,86,NaN,NaN,NaN,89,NaN,70,NaN,NaN,NaN
