id,3101021@社會學（一）@1@1,3101023@經濟學（一）@1@1,3101033@社會福利概論（一）@1@1,3101035@社會工作概論@1@1,3101888@學系服務學習@1@1,3103069@方案設計與評估@1@1,3101022@社會學（二）@2@1,3101024@經濟學（二）@2@1,3101034@社會福利概論（二）@2@1,3101051@社會心理學@2@1,3101054@心理學@2@1,3101888@學系服務學習@2@1,3102152@社會工作管理@2@1,3102160@公益創投與社會企業@2@1,3101054@心理學@1@1,3102010@人類行為與社會環境@1@1,3102016@社會問題@1@1,3102017@社會統計（一）@1@1,3102023@政治學（一）@1@1,3102157@高齡社會：機會與挑戰@1@1,3102161@兒童褔利服務@1@1,3102162@社會團體工作@1@1,3103014@社會研究法（一）@1@1,3103075@社會福利區位分析@1@1,3102018@社會統計（二）@2@1,3102024@政治學（二）@2@1,3102053@社會個案工作@2@1,3102135@法學緒論@2@1,3102145@社區工作@2@1,3103031@社會福利資料分析@2@1,3103035@社會福利行政@2@1,3104058@福利國家發展@2@1,3103016@社會福利財政@1@1,3103094@長期照護服務的需求與供給@1@1,3104902@社會政策與社會立法@1@1,3101013@人口學@2@1,3102016@社會問題@2@1,3102163@行政法@2@1,3102164@精神與智能障礙者的社區照顧@2@1,3103018@社會研究法（二）@2@1,3103042@社會不均@2@1,3103078@社會福利實習（一）：B組@2@1,3103079@社會福利實習（一）：C組@2@1,3103096@倡議, 社會運動與社會政策@2@1,3102145@社區工作@1@1,3103077@社會福利實習（一）：A組@1@1,3103097@非營利組織管理@1@1,3101035@社會工作概論@2@1,3103066@家庭政策@2@1,3103075@社會福利區位分析@2@1,3103093@社會保險財務@2@1
402310030,81,73,73,NaN,NaN,NaN,90,70,78,NaN,68,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
402310031,81,79,75,80,80,83,89,76,78,85,NaN,NaN,75,NaN,76,80,87,61,76,65,NaN,85,83,NaN,72,74,79,83,NaN,NaN,96,-1,93,NaN,88,NaN,NaN,NaN,NaN,86,88,89,NaN,NaN,85,NaN,NaN,NaN,NaN,NaN,NaN
402310032,88,82,79,78,NaN,0,85,66,49,82,69,86,73,87,NaN,0,62,61,82,NaN,66,29,0,10,22,51,NaN,82,NaN,NaN,NaN,NaN,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
402310033,80,75,71,77,80,87,83,76,76,90,71,NaN,72,80,NaN,76,74,68,76,66,NaN,74,78,75,71,75,76,78,NaN,NaN,79,-1,75,NaN,82,NaN,NaN,NaN,NaN,79,78,80,NaN,NaN,83,NaN,NaN,NaN,-1,NaN,NaN
402310034,82,77,67,82,NaN,87,NaN,66,80,-1,NaN,86,-1,NaN,81,NaN,86,80,76,NaN,NaN,88,69,NaN,78,66,NaN,81,NaN,NaN,-1,-1,74,NaN,NaN,NaN,NaN,NaN,NaN,-1,-1,NaN,NaN,NaN,85,NaN,NaN,NaN,NaN,-1,-1
402310035,78,89,68,77,80,82,90,61,60,74,NaN,NaN,89,NaN,76,81,77,62,69,NaN,NaN,88,71,50,77,78,88,74,NaN,NaN,84,-1,75,89,76,NaN,NaN,NaN,60,77,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1
402310036,84,84,80,78,NaN,85,89,78,89,84,NaN,86,84,79,85,87,85,82,85,NaN,NaN,86,89,85,73,89,NaN,83,NaN,NaN,96,85,87,89,85,NaN,NaN,72,NaN,95,80,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN
402310037,82,60,68,81,80,82,86,87,69,71,NaN,NaN,75,NaN,79,82,NaN,60,76,62,NaN,83,81,NaN,74,71,-1,76,NaN,NaN,-1,-1,85,NaN,83,93,86,74,NaN,-1,-1,NaN,NaN,NaN,81,NaN,NaN,NaN,NaN,NaN,NaN
402310038,80,84,75,NaN,NaN,NaN,NaN,NaN,NaN,87,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
402310039,83,79,74,NaN,80,80,87,91,82,74,NaN,NaN,82,NaN,89,86,NaN,67,81,73,NaN,90,86,88,80,81,NaN,83,NaN,NaN,96,84,95,88,83,NaN,-1,74,83,93,84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
402310040,79,78,68,74,NaN,85,89,83,75,88,92,86,-1,NaN,NaN,82,85,71,85,86,85,91,80,92,82,87,-1,90,NaN,NaN,96,-1,94,NaN,86,NaN,NaN,NaN,NaN,87,90,NaN,NaN,NaN,92,NaN,NaN,NaN,NaN,NaN,NaN
402310041,83,73,64,NaN,80,80,83,74,66,76,NaN,NaN,62,NaN,75,79,78,68,60,72,75,80,71,NaN,-1,63,60,81,NaN,NaN,72,-1,75,NaN,78,NaN,NaN,70,NaN,70,78,NaN,NaN,NaN,NaN,NaN,NaN,-1,-1,NaN,NaN
402310042,79,75,78,83,NaN,83,89,80,75,90,92,86,77,NaN,NaN,89,86,76,82,82,NaN,81,85,92,81,83,83,79,NaN,88,96,-1,86,NaN,82,NaN,NaN,86,NaN,93,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
402310043,83,68,70,70,80,83,68,67,75,88,NaN,NaN,64,NaN,66,71,70,78,74,65,NaN,71,81,NaN,64,73,NaN,76,NaN,88,64,-1,81,NaN,81,NaN,NaN,73,83,80,85,NaN,NaN,87,NaN,NaN,NaN,NaN,NaN,NaN,NaN
402310044,70,60,62,68,NaN,61,86,67,53,80,NaN,86,67,NaN,77,62,65,46,62,NaN,NaN,63,62,50,-1,80,-1,71,NaN,NaN,73,-1,77,NaN,65,NaN,NaN,NaN,54,62,-1,NaN,NaN,NaN,84,NaN,0,NaN,-1,NaN,NaN
402310045,83,67,71,77,80,92,81,66,80,60,NaN,NaN,73,NaN,86,84,89,68,84,75,NaN,83,83,90,71,94,88,84,NaN,NaN,91,-1,91,94,90,NaN,NaN,NaN,NaN,94,90,NaN,95,NaN,91,NaN,NaN,NaN,-1,NaN,NaN
402310046,85,61,62,73,NaN,84,91,74,86,90,NaN,86,80,76,86,81,79,90,78,71,NaN,80,83,NaN,60,79,86,88,NaN,NaN,82,-1,86,NaN,86,NaN,NaN,77,NaN,89,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
402310047,81,70,70,69,80,86,76,83,62,74,NaN,NaN,63,69,60,71,81,60,63,64,NaN,67,75,NaN,60,70,NaN,79,NaN,NaN,75,-1,74,NaN,76,NaN,NaN,75,81,75,75,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN
402310048,82,74,75,82,NaN,83,90,69,79,90,NaN,86,73,84,74,83,77,62,83,73,NaN,76,80,NaN,82,80,77,79,NaN,87,63,-1,92,NaN,85,NaN,NaN,78,NaN,91,86,NaN,NaN,88,88,NaN,NaN,NaN,NaN,-1,NaN
402310049,87,67,80,84,80,82,90,94,77,86,NaN,NaN,86,NaN,81,87,77,75,79,96,86,82,85,NaN,74,74,NaN,82,NaN,NaN,96,84,80,NaN,76,NaN,NaN,70,84,96,85,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN,NaN,NaN
402310050,85,60,72,79,NaN,83,88,82,77,73,NaN,86,79,78,83,83,87,64,77,77,84,86,82,87,67,85,84,80,NaN,90,88,85,85,NaN,85,NaN,NaN,61,NaN,85,89,NaN,NaN,NaN,91,89,NaN,NaN,NaN,NaN,-1
402310051,84,82,80,81,80,85,88,84,83,76,NaN,NaN,81,75,89,83,83,80,75,72,85,87,77,88,80,84,NaN,87,NaN,NaN,96,80,89,NaN,86,NaN,NaN,71,NaN,87,88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
402310052,85,83,86,80,NaN,86,92,90,85,91,89,86,77,NaN,NaN,84,80,86,73,NaN,NaN,92,84,88,69,86,86,84,NaN,NaN,93,-1,88,82,87,NaN,NaN,NaN,NaN,87,86,NaN,95,NaN,94,NaN,NaN,NaN,NaN,NaN,NaN
402310053,77,66,63,77,80,87,92,65,60,74,84,NaN,78,NaN,NaN,62,NaN,77,67,62,NaN,83,79,NaN,70,65,62,74,NaN,87,69,82,74,NaN,81,NaN,-1,55,NaN,73,75,NaN,NaN,NaN,NaN,NaN,79,NaN,NaN,-1,NaN
402310054,84,79,74,74,NaN,NaN,86,72,65,NaN,NaN,86,NaN,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN
402310056,NaN,88,78,85,NaN,84,90,90,76,91,NaN,-1,NaN,NaN,95,84,86,83,80,83,NaN,83,80,NaN,83,89,88,85,NaN,NaN,-1,82,87,NaN,83,93,NaN,NaN,85,-1,88,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,-1
402310057,NaN,NaN,NaN,NaN,85,92,NaN,89,NaN,88,NaN,NaN,84,NaN,86,76,87,78,81,NaN,NaN,NaN,71,NaN,-1,85,84,82,86,NaN,88,86,80,NaN,75,NaN,NaN,NaN,-1,68,85,NaN,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
