id,4455009@材料機械性質@1@1,4455012@視訊處理@1@1,4455201@專題研討@2@1,4455205@數位控制系統設計@2@1,4455206@嵌入式開放源碼系統@2@1,4455207@機器學習@2@1,4456002@虛擬實境技術與機械設備作動模擬@1@1,4456015@電腦輔助機械製造@1@1,4456203@工具機PC NC架構之CNC人機介面設計與應用@2@1,4456208@電腦控制製造系統@2@1,4456215@磨潤學（二）@2@1
604445001,79,60,50,0,0,0,90,77,-1,-1,-1
