id,3354013@另類媒體研究@1@1,3351004@視聽傳播@2@1,3351014@電影概論@2@1,3351020@媒介寫作（一）@2@1,3351021@媒介與社會@2@1,3351007@美學與藝術概論@1@1,3351019@傳播外文@1@1,3352001@資訊傳播@1@2,3352007@研究方法@1@1,3352022@流行音樂與社會@1@1,3352023@廣告概論@1@1,3352029@影像寫作@1@1,3351005@傳播史@2@1,3352006@訊息設計@2@1,3352021@傳播典範人物@2@1,3352024@傳播理論@2@1,3352030@劇情片製作@2@1,3353015@媒體思辨@2@1,3351023@基礎影像製作@1@2,3353001@媒體製作實務（一）@1@1,3353002@校內實習（一）@1@1,3353016@傳播倫理@1@1,3353017@傳播法規@1@1,3353007@校內實習（二）@2@1,3353008@媒體製作實務（二）@2@1,3353010@創意策略與企劃@2@1,3353021@紀錄片與專題製作@2@1,3351006@基礎寫作@1@2,3351024@傳播概論@1@1,3354003@資訊製作專題@1@1,3354015@畢業製作（一）@1@1
402736006,80,82,55,86,83,83,64,81,64,71,65,77,62,75,79,66,78,69,78,76,76,76,78,77,77,85,79,67,82,78,74
