id,5101001@經濟學原理（一）@1@6,5101002@經濟學原理（二）@2@3,5102101@個體經濟學（一）@1@1,5102201@總體經濟學（一）@1@1,5102301@統計學（一）@1@2,5102102@個體經濟學（二）@2@2,5102110@管理經濟學@2@1,5102202@總體經濟學（二）@2@1,5102240@貨幣銀行學@2@2,5102302@統計學（二）@2@2
403220025,93,77,75,77,90,-1,-1,-1,-1,-1
