id,1155008@文學理論應用@2@1,1155228@從現代至後現代文學與電影@2@1,1155229@戲劇與電影@2@1,1155005@研究和寫作@1@1,1155178@歐洲文學專題@1@1,1155212@偵探小說與電影@1@1,1155230@美國寫實主義及自然主義@1@1,1155232@二十世紀美國小說專題@2@1,1155233@中世紀研究專題：罪與罰@2@1
604115001,81,78,75,78,88,72,78,89,83
