id,4201002@應用力學（一）@1@1,4201003@工場實習（一）@1@2,4201101@工程圖學（一）@1@1,4202001@工程數學（一）@1@1,4202101@機動學@1@1,4202301@材料力學（一）@1@1,4202402@工程材料@1@1,4202501@熱力學（一）@1@1,4201051@應用力學（二）@2@1,4201052@工場實習（二）@2@1,4201151@工程圖學（二）@2@2,4202251@機械製造@2@1,4202352@材料力學（二）@2@1,4202751@電子電路學（一）@2@2,4203602@流體力學（一）@2@1
404235037,73,95,94,42,73,84,56,52,-1,-1,-1,-1,-1,-1,-1
