id,2351001@地球與環境科學概論（一）@1@1,2351003@地球與環境科學概論實習（一）@1@1,2352017@分析化學@1@1,2351004@地球與環境科學概論實習（二）@2@1,2352012@構造地質學@2@1,2353006@環境化學@2@1,2353020@專題研究（二）@2@1,2352003@地球物理學@1@1,2352006@環境生態學@1@1,2352023@礦物與岩石學@1@1,2353033@專題研究（一）@1@1,2353039@統計分析與應用@1@1,2354021@石油地質@1@1,2351002@地球與環境科學概論（二）@2@1,2352008@程式設計與應用@2@1,2352016@工程數學（二）@2@1,2353030@環境土壤學@2@1,2352001@工程數學（一）@1@1,2353007@環境微生物@1@1,2353017@儀器學與實習@1@1,2353019@流體力學@1@1,2353027@水化學@1@1,2353040@台灣地質@1@1,2354019@野外地球物理@1@1,2352011@水文學@2@1,2353013@環境工程（一）@2@1
402120018,76,90,35,78,65,63,75,69,77,79,88,71,80,87,61,76,89,62,69,78,73,80,85,86,-1,-1
